pago_id,uid,pid,pro_id,fecha
10411,82,77,18,2021-07-09
10475,60,1,10,2020-11-10
10630,46,66,10,2021-03-14
10456,62,5,10,2021-08-10
10418,59,76,18,2021-12-11
10395,35,75,7,2021-04-21
10458,105,95,6,2020-12-22
10402,45,38,19,2020-09-29
10648,31,54,18,2021-11-27
10682,130,88,5,2021-08-31
10597,28,45,13,2020-08-25
10584,19,96,10,2021-12-11
10508,74,53,6,2020-11-15
10461,105,65,5,2021-10-14
10534,20,65,5,2021-12-21
10691,119,72,19,2021-06-29
10673,17,81,5,2021-05-02
10447,47,21,7,2021-04-25
10731,93,64,7,2021-05-18
10377,48,19,16,2021-04-27
10671,17,65,5,2021-09-03
10662,8,80,2,2021-05-01
10376,48,73,13,2021-10-31
10374,48,65,16,2021-11-12
10576,72,40,8,2021-09-03
10486,133,80,16,2021-10-07
10436,9,99,13,2021-11-09
10655,31,34,18,2021-12-09
10505,76,90,15,2020-08-27
10488,133,20,7,2021-03-20
10443,32,78,2,2021-12-23
10412,82,33,18,2021-01-06
10467,41,86,20,2021-05-03
10598,28,42,4,2021-11-25
10392,35,20,7,2021-08-02
10499,80,20,10,2021-09-28
10459,105,1,10,2021-05-08
10606,28,64,19,2021-04-11
10604,28,99,13,2021-03-13
10468,41,37,18,2021-08-10
10636,24,38,18,2021-03-22
10710,142,75,7,2021-09-25
10431,9,20,13,2021-11-02
10547,12,48,5,2021-04-05
10729,93,5,10,2021-12-07
10674,17,95,6,2021-10-09
10424,59,33,18,2021-12-29
10744,6,62,11,2021-12-10
10592,97,60,4,2021-10-08
10409,45,37,19,2020-09-25
10724,38,100,18,2021-03-25
10696,64,48,7,2021-09-09
10577,72,54,9,2020-08-20
10571,72,72,10,2021-12-02
10465,105,72,10,2021-06-21
10611,50,75,7,2021-10-09
10529,20,54,5,2021-11-26
10596,97,50,4,2021-03-27
10678,130,85,5,2020-12-25
10515,36,5,16,2020-12-27
10530,20,5,5,2021-10-26
10601,28,31,13,2020-12-21
10581,19,19,14,2021-10-20
10640,24,43,2,2021-06-25
10720,4,26,1,2021-05-18
10399,35,70,7,2021-06-15
10711,142,70,7,2021-10-26
10723,4,39,1,2020-09-09
10570,72,99,9,2021-07-12
10742,6,74,11,2021-02-11
10473,108,101,1,2021-12-14
10544,132,5,3,2021-12-03
10555,13,27,15,2021-05-07
10460,105,48,5,2021-12-23
10728,93,21,7,2021-12-11
10506,39,83,14,2021-06-12
10644,24,54,18,2021-08-04
10532,20,50,5,2021-12-19
10462,105,26,6,2021-11-09
10574,72,74,11,2021-06-30
10739,115,37,19,2020-09-12
10451,47,82,7,2021-05-02
10664,5,62,11,2021-11-19
10715,106,72,12,2021-02-02
10423,59,38,18,2021-12-30
10483,133,21,16,2021-09-20
10613,16,83,5,2021-10-14
10712,142,96,10,2021-09-08
10582,19,42,7,2020-09-15
10375,48,99,9,2021-10-03
10554,21,36,11,2021-09-19
10578,72,36,11,2020-11-09
10394,35,21,7,2021-10-29
10684,52,73,13,2021-11-01
10573,72,1,10,2020-06-18
10676,17,5,5,2021-09-25
10663,8,78,19,2021-05-01
10445,32,88,12,2021-06-15
10635,65,31,9,2021-05-06
10542,132,64,3,2021-11-20
10517,36,60,4,2020-08-15
10701,73,19,17,2021-08-29
10527,20,88,5,2021-11-17
10432,9,30,13,2021-11-07
10730,93,5,11,2021-06-29
10622,46,75,17,2021-08-25
10371,48,13,13,2021-03-01
10628,46,5,10,2021-01-24
10487,133,40,8,2020-12-04
10429,146,19,16,2021-08-08
10545,132,50,3,2021-12-08
10391,35,23,1,2020-10-18
10372,48,31,9,2021-10-13
10661,63,97,13,2021-03-03
10378,48,86,20,2021-03-25
10608,54,43,2,2021-03-09
10495,92,21,7,2021-12-11
10666,5,64,7,2021-11-15
10599,28,72,4,2021-12-14
10427,146,80,16,2021-12-02
10621,46,96,10,2021-02-11
10421,59,66,13,2021-04-01
10705,142,80,16,2021-12-23
10494,92,54,1,2021-03-17
10650,31,97,13,2021-05-11
10369,48,80,16,2021-02-20
10388,141,51,5,2020-12-06
10633,46,72,10,2021-01-26
10657,134,85,5,2021-08-18
10476,60,82,10,2020-12-14
10558,43,20,7,2021-08-25
10717,106,45,16,2020-12-25
10625,46,27,15,2020-06-06
10559,43,59,3,2021-10-26
10557,13,48,5,2020-11-29
10675,17,83,5,2020-09-28
10446,32,5,16,2021-11-16
10688,52,31,13,2021-10-12
10733,115,80,2,2021-01-28
10410,45,49,16,2021-10-07
10510,55,100,15,2021-05-19
10583,19,70,7,2020-10-04
10719,4,23,1,2020-08-29
10512,36,17,6,2021-07-13
10390,141,48,5,2021-07-23
10538,132,2,15,2021-09-05
10694,102,86,20,2021-12-17
10634,46,42,7,2021-06-20
10603,28,90,15,2021-09-11
10647,31,38,18,2021-12-12
10590,7,54,9,2021-11-20
10485,133,42,7,2021-03-06
10588,19,35,7,2020-08-25
10548,34,80,2,2020-12-25
10563,15,37,18,2021-05-07
10549,21,97,13,2020-10-30
10697,64,73,13,2021-08-03
10428,146,5,16,2020-07-03
10667,17,88,5,2021-07-21
10537,132,27,15,2021-08-08
10373,48,5,16,2021-01-02
10379,48,99,13,2020-12-28
10737,115,9,11,2021-12-04
10572,72,82,10,2021-08-15
10669,17,75,6,2021-04-24
10707,142,19,14,2021-04-14
10525,58,35,2,2021-12-30
10579,19,38,16,2021-03-23
10466,105,81,5,2021-12-19
10539,132,100,15,2021-11-02
10528,20,86,20,2020-07-01
10612,16,54,18,2021-06-07
10735,115,62,19,2020-07-04
10741,115,96,19,2020-08-23
10580,19,64,7,2020-10-05
10641,24,38,16,2021-12-08
10552,21,13,13,2020-10-06
10638,24,77,18,2020-12-11
10690,123,84,11,2021-01-28
10478,44,75,17,2021-10-06
10656,134,48,5,2021-09-20
10645,24,48,18,2020-12-18
10490,133,48,7,2021-12-16
10600,28,101,4,2021-02-25
10433,9,66,13,2021-11-05
10509,55,27,15,2020-09-18
10683,52,30,13,2021-11-21
10500,80,5,10,2021-07-24
10561,15,34,18,2021-10-06
10699,64,17,6,2021-10-02
10708,142,50,5,2021-11-12
10703,1,32,7,2021-10-23
10702,1,72,10,2021-12-15
10607,54,88,12,2021-08-15
10704,1,1,10,2021-12-13
10616,56,93,8,2021-10-06
10614,56,82,10,2021-07-17
10442,32,21,16,2021-12-15
10618,87,101,4,2021-11-10
10393,35,39,1,2021-03-30
10497,92,37,19,2021-02-06
10403,45,72,19,2020-05-30
10718,4,75,7,2021-04-12
10646,31,31,9,2020-11-13
10585,19,1,10,2021-12-09
10617,87,93,8,2021-11-16
10689,123,74,11,2020-11-19
10419,59,13,13,2020-08-28
10698,64,39,6,2021-09-01
10384,141,7,14,2021-02-04
10405,45,21,16,2021-07-13
10594,97,17,4,2021-05-26
10540,132,59,3,2021-12-09
10726,38,97,13,2020-12-23
10493,70,49,1,2021-09-01
10565,22,86,20,2021-11-16
10430,9,73,13,2021-11-01
10569,72,5,10,2020-12-23
10586,19,32,7,2020-06-25
10479,67,40,8,2021-10-10
10589,7,36,11,2021-08-04
10437,9,45,13,2021-11-10
10740,115,5,5,2021-09-07
10668,17,61,6,2021-08-10
10732,115,83,14,2021-06-25
10677,130,85,14,2021-10-30
10693,119,77,1,2021-11-23
10416,82,100,18,2021-09-19
10385,141,54,5,2021-02-09
10397,35,19,16,2021-12-21
10738,115,99,19,2020-07-11
10562,15,35,14,2021-11-22
10643,24,14,2,2021-08-02
10408,45,99,19,2020-07-24
10535,20,48,5,2021-08-29
10627,46,82,10,2020-11-20
10417,59,79,19,2021-08-11
10396,35,82,7,2021-06-08
10438,9,13,13,2021-11-07
10706,142,21,7,2021-08-21
